Affinity Row ID,Organization Id,Name,Website,Thesis Category (2024),Owners,Status,Total Funding Amount (EUR),Core Sector
118178040,239596654,PTO Genius,ptogenius.com,Benefits Administration,Lauren Eager <lauren@sempervirensvc.com>,Not Active,3360000.0,Enterprise Software
132745568,290152552,FivePointFive®,fivepointfive.com,"Wellness (mediation, Fitness, Etc)",Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
138292909,116047461,Disprz,disprz.com,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,27270000.0,Enterprise Software
134179771,290908014,Craftt,craftt.co,Office Optimization,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
135523665,3235692,iGenius,igenius.ai,Skills Inference/Employee Insights,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,26820000.0,Enterprise Software
137026629,291513973,Bundletech,bundletech.io,SMB Enterprise Tools,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,1000000.0,Enterprise Software
136604139,290776050,NAYAH,nayah.com,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Enterprise Software
134003291,287455847,Excellent,excellent.io,Employee Engagement,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,1180000.0,Enterprise Software
139109838,283489485,Sono,sonochat.com,L&D And Upskilling,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
136675294,284348888,Workhelix,workhelix.com,Skills Inference/Employee Insights,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,13640000.0,Enterprise Software
134445259,203297737,Wellnecity,wellnecity.com,Healthcare Payments,Colin Tobias <colin@sempervirensvc.com>,Not Active,4980000.0,Healthcare
130275127,223374304,Abett,abett.com,Benefits Administration,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,20910000.0,Healthcare
136999293,288839073,Pull,pullnow.com,Earned Wage Access,Robby Peters <robby@sempervirensvc.com>,Tracking,"",Fintech
131730828,283772000,Livez,livez.ai,Care Coordination / Navigation,Colin Tobias <colin@sempervirensvc.com>,Hot List,700000.0,Healthcare
137837718,279164206,SimplrOps,simplrops.com,Productivity Tools,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
137002219,1605710,HAPILABS,hapi.com,"Wellness (mediation, Fitness, Etc)",Robby Peters <robby@sempervirensvc.com>,Not Active,"",Healthcare
137354961,283777009,Fount,fount.bio,"Wellness (mediation, Fitness, Etc)",Colin Tobias <colin@sempervirensvc.com>,Not Active,10910000.0,Healthcare
136451475,288013517,Ro,ro.am,Office Optimization,Colin Tobias <colin@sempervirensvc.com>,Tracking,36910000.0,Enterprise Software
130477884,289914778,Moneta,moneta.health,Neurological & Brain Health,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Healthcare
137844186,286547468,Priviom,priviom.io,Business FP&A,Lauren Eager <lauren@sempervirensvc.com>,Recently Added,20000.0,Enterprise Software
137844183,223938118,On The Goga,onthegoga.com,"Wellness (mediation, Fitness, Etc)",Lauren Eager <lauren@sempervirensvc.com>,Recently Added,20000.0,Enterprise Software
133818483,224624734,Resolve,resolvemedicalbills.com,Healthcare Payments,Robby Peters <robby@sempervirensvc.com>,Not Active,3290000.0,Healthcare
134445467,289618646,Hypercard,hypercard.com,Personal Finance,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Fintech
132322419,278353238,Ness,nesswell.com,"Wellness (mediation, Fitness, Etc)",Robby Peters <robby@sempervirensvc.com>,Not Active,14090000.0,Healthcare
131970906,223239810,River Health,helloriver.com,1099 Infrastructure,Colin Tobias <colin@sempervirensvc.com>,Not Active,2840000.0,Healthcare
131887294,279600774,ModernLoop,modernloop.io,Sourcing And Recruitment,Erin Faverty <erin@sempervirensvc.com>,Not Active,11180000.0,Enterprise Software
133374892,284816461,Project Us,projectus.ai,Employee Engagement,Erin Faverty <erin@sempervirensvc.com>,Not Active,"",Enterprise Software
133703192,224726468,Allsorter.com,allsorter.com,Sourcing And Recruitment,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,1050000.0,Enterprise Software
132836328,286036122,Escalate,escalateusa.com,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,1600000.0,Enterprise Software
133295182,289503963,Anuvi,anuvi.io,Benefits Administration,Robby Peters <robby@sempervirensvc.com>,Not Active,"",Enterprise Software
133818528,286437286,Stellation Care,stellationcare.com,Care Coordination / Navigation,Robby Peters <robby@sempervirensvc.com>,Not Active,"",Healthcare
132307778,289849058,Statusnowsolutions,statusnowsolutions.com,Productivity Tools,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
133768704,289631675,Speriential,speriential.com,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Enterprise Software
134747462,291413701,teamable.com,teamable.com,Sourcing And Recruitment,Erin Faverty <erin@sempervirensvc.com>,Recently Added,"",Enterprise Software
122933545,288698715,Threaded,threaded.community,Sourcing And Recruitment,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
133703714,289456868,Rivet,workrivet.com,Employee Engagement,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Enterprise Software
130210548,283298062,Rize Education,rize.education,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
133835552,224756370,focused,focused.space,Office Optimization,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
133769096,288776890,Tendrel,tendrel.io,SMB Enterprise Tools,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,3730000.0,Enterprise Software
134019778,286955868,Luminary,withluminary.com,Personal Finance,Erin Faverty <erin@sempervirensvc.com>,Recently Added,8640000.0,Fintech
131923036,283999461,UpSmith,upsmith.com,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,7550000.0,Enterprise Software
109222071,29774493,CancerAid,canceraid.com,Cancer & Oncology,Robby Peters <robby@sempervirensvc.com>,Tracking,1630000.0,Healthcare
128707838,289732834,Layupai,layupai.com,Productivity Tools,Colin Tobias <colin@sempervirensvc.com>,Tracking,450000.0,Enterprise Software
125311119,283265660,Cahrus,cahrus.com,Benefits Administration,Robby Peters <robby@sempervirensvc.com>,Tracking,"",Enterprise Software
133789893,290580694,Hippocratic AI,hippocraticai.com,Clinical AI,Erin Faverty <erin@sempervirensvc.com>,Recently Added,250910000.0,Healthcare
133279062,291091290,SheerHealth,sheerhealth.com,Care Coordination / Navigation,Erin Faverty <erin@sempervirensvc.com>,Recently Added,3180000.0,Healthcare
133279025,284938605,Sunlight API,sunlightapi.com,Personal Finance,Erin Faverty <erin@sempervirensvc.com>,Recently Added,"",Fintech
133279009,287336250,Parachute,joinparachute.com,Personal Finance,Erin Faverty <erin@sempervirensvc.com>,Recently Added,"",Fintech
133279003,148156662,Parachute Health,parachutehealth.com,Pharmacies & Fulfillment,Erin Faverty <erin@sempervirensvc.com>,Recently Added,14000000.0,Healthcare
132197478,164742898,Open Assembly,open-assembly.com,Office Optimization,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
132266900,284072565,Noble,thatsnoble.com,SMB Enterprise Tools,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
128527023,263440762,Spotted Zebra,spottedzebra.co.uk,Skills Inference/Employee Insights,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,11060000.0,Enterprise Software
132408325,285075441,The Swarm,theswarm.com,Sourcing And Recruitment,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,7500000.0,Enterprise Software
131887291,290318091,Bambuai,bambuai.com,AI Co-Pilots,Erin Faverty <erin@sempervirensvc.com>,Not Active,"",Enterprise Software
131887288,290675416,Kwal AI,kwal.ai,Sourcing And Recruitment,Erin Faverty <erin@sempervirensvc.com>,Not Active,"",Enterprise Software
125304699,288143974,Outpace,outpace.co,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Enterprise Software
133172157,290629786,Starlight,get-starlight.com,Personal Finance,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,910000.0,Fintech
131931670,281079810,Moonstar Ventures,moonstar.ai,Employee Engagement,Colin Tobias <colin@sempervirensvc.com>,Not Active,60000.0,Enterprise Software
132371492,281823876,GGH,greatergoodhealth.com,Medicare,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,30000000.0,Healthcare
132399629,278991835,Phoebe,hiphoebe.com,Women's Health,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Healthcare
132143284,290680978,Aura Finance,aurafinance.io,Personal Finance,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,1200000.0,Fintech
132192416,290347639,zetta.inc,zetta.inc,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
131652427,287790287,Keep Company,keep-company.com,Employee Engagement,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,2020000.0,Enterprise Software
132307715,212170505,Swoovy,swoovy.com,Employee Engagement,Colin Tobias <colin@sempervirensvc.com>,Not Active,1160000.0,Enterprise Software
132307705,255220974,Payflow,payflow.es,Benefits Administration,Colin Tobias <colin@sempervirensvc.com>,Tracking,17000000.0,Enterprise Software
131792875,220535826,HeyBenny,heybenny.com,Personal Finance,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Fintech
128529816,282307854,mpathic.ai,mpathic.ai,AI Co-Pilots,Colin Tobias <colin@sempervirensvc.com>,Not Active,4730000.0,Enterprise Software
124823243,160422775,WellSet,wellset.co,Behavioral Health,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
131888074,290728082,charterworks.com,charterworks.com,Employee Engagement,Erin Faverty <erin@sempervirensvc.com>,Recently Added,"",Enterprise Software
131887289,223826745,Confirm,confirmhr.com,Skills Inference/Employee Insights,Erin Faverty <erin@sempervirensvc.com>,Recently Added,2050000.0,Enterprise Software
131725649,289701359,Myriad,workmyriad.com,Core HR,Allison Baum Gates <allison@sempervirensvc.com>,Recently Added,"",Enterprise Software
131671622,284753864,Handoff,teamhandoff.com,Office Optimization,Allison Baum Gates <allison@sempervirensvc.com>,Recently Added,"",Enterprise Software
33839431,111634804,Knockri,knockri.com,DEI,Colin Tobias <colin@sempervirensvc.com>,Not Active,4140000.0,Enterprise Software
39096831,283320003,Violet,violetpay.com,Personal Finance,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Fintech
114543107,126384631,Pivt Enterprise,pivtapp.com,Employee Engagement,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
129587093,290151688,Overlap,tryoverlap.com,1099 Infrastructure,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Enterprise Software
131083892,288947920,Passage Health,passagehealth.com,DEI,Colin Tobias <colin@sempervirensvc.com>,Not Active,9300000.0,Enterprise Software
131227580,264996988,Loop,loop.co,Behavioral Health,Colin Tobias <colin@sempervirensvc.com>,Tracking,"",Healthcare
122933547,286143330,Disclo,disclo.com,Compliance & Security,Colin Tobias <colin@sempervirensvc.com>,Hot List,7550000.0,""
127033961,289792279,Liftoff,liftoff.inc,Sourcing And Recruitment,Allison Baum Gates <allison@sempervirensvc.com>,Portfolio,"",Enterprise Software
129440376,284829248,Easop,easop.com,Compensation Management,Robby Peters <robby@sempervirensvc.com>,Portfolio,2270000.0,Enterprise Software
129745929,282442813,Tiny Health,tinyhealth.com,Women's Health,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,11820000.0,Healthcare
129464219,161109206,LaPieza.io,lapieza.io,Sourcing And Recruitment,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,350000.0,Enterprise Software
130437137,284899456,PairUp Inc.,pairupapp.com,Employee Engagement,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
31792906,262713135,Praisidio,praisidio.com,Employee Engagement,"",Not Active,5000000.0,Enterprise Software
45074702,263187002,VCL,velocitycareerlabs.com,L&D And Upskilling,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
27188561,220200417,Keeper Tax,keepertax.com,1099 Infrastructure,Colin Tobias <colin@sempervirensvc.com>,Not Active,12860000.0,Enterprise Software
125306419,282040886,SpectrumAI,spectrumai.com,Behavioral Health,Colin Tobias <colin@sempervirensvc.com>,Not Active,26360000.0,Healthcare
129325456,284921844,Forfend,forfendhealth.com,General & Primary Care,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
17490593,220279615,Humanly,humanly.io,Sourcing And Recruitment,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,22050000.0,Enterprise Software
18772999,263638627,Level,levelgoals.com,SMB Enterprise Tools,Colin Tobias <colin@sempervirensvc.com>,Not Active,7730000.0,Enterprise Software
130773419,220046977,UnderPinned,underpinned.co,1099 Infrastructure,Allison Baum Gates <allison@sempervirensvc.com>,Recently Added,"",Enterprise Software
19346473,278332719,Multitudes,multitudes.co,Performance Management,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,1290000.0,Enterprise Software
129760875,222156421,GritWell,grit-well.com,General & Primary Care,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,2270000.0,Healthcare
44400301,284752427,Ariglad,ariglad.com,Skills Inference/Employee Insights,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,870000.0,Enterprise Software
117872503,287806795,One Range,onerange.co,L&D And Upskilling,Erin Faverty <erin@sempervirensvc.com>,Not Active,"",Enterprise Software
126357827,279365619,Before Noon,beforenoon.co,"Wellness (mediation, Fitness, Etc)",Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
123259069,282800321,NudgeLabs,nudgelabs.com,B2B Payments,Lauren Eager <lauren@sempervirensvc.com>,Not Active,1600000.0,Fintech
122933474,288762460,Cadre,cadre.io,Behavioral Health,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
126888538,289272442,Compiify,compiify.com,Compensation Management,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,4450000.0,Enterprise Software
121927533,288203365,Anvil,anvil.health,Healthcare Payments,Kaleana Quibell <kaleana@sequoia.com>,Not Active,"",Healthcare
127708021,223313197,Wellist,wellist.com,Healthcare Payments,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,12730000.0,Healthcare
128920421,289726014,Bountiful,bountiful.us,Sourcing And Recruitment,Lauren Eager <lauren@sempervirensvc.com>,Recently Added,"",Enterprise Software
125306510,285863311,Kara,joinkara.com,Business FP&A,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Fintech
124457710,265130823,Unlock,joinunlock.com,Employee Engagement,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,1870000.0,Enterprise Software
110984256,287024892,Groundswell,groundswellgiving.com,Employee Engagement,Robby Peters <robby@sempervirensvc.com>,Not Active,"",Enterprise Software
125901429,288559127,Atalan,atalantech.com,Provider Workflow Management,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,2270000.0,""
32581222,125395180,Learnerbly,learnerbly.com,L&D And Upskilling,"",Not Active,11020000.0,Enterprise Software
125902716,289537480,Magneto,magnetoglobal.com,Sourcing And Recruitment,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
126833173,289109975,Reveal.ai,getreveal.ai,Interview Tech,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
127512123,278338925,AGREED,agreed.io,Productivity Tools,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
124963538,260487023,Medley,withmedley.com,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,3360000.0,Enterprise Software
121899006,288562928,Benevolve,benevolve.com,Benefits Administration,Erin Faverty <erin@sempervirensvc.com>,Not Active,"",Enterprise Software
128529797,281951349,Highway Benefits,highwaybenefits.com,Benefits Administration,Colin Tobias <colin@sempervirensvc.com>,Not Active,6190000.0,Enterprise Software
125313094,161856264,Carver Edison,carveredison.com,Business FP&A,Caribou Honig <caribou@sempervirensvc.com>,Not Active,17270000.0,Fintech
43328820,136346426,Five to Nine,fivetonine.co,Employee Engagement,Colin Tobias <colin@sempervirensvc.com>,Not Active,5020000.0,Enterprise Software
44782800,284767843,Kona,heykona.com,Employee Engagement,Colin Tobias <colin@sempervirensvc.com>,Not Active,1020000.0,Enterprise Software
128529801,284532787,Yardstick,yardstick.team,Sourcing And Recruitment,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
126357821,289646112,Empirical Lab,empiricalab.com,L&D And Upskilling,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
111259699,285156430,Candoor,candoor.io,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
126232480,289605274,Airwave,airwave.us,Productivity Tools,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
128528363,284879305,Betterleave,betterleave.com,Benefits Administration,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,2180000.0,Enterprise Software
120307678,203294664,Club Health,clubhealth.io,"Wellness (mediation, Fitness, Etc)",Lauren Eager <lauren@sempervirensvc.com>,Not Active,"",Healthcare
126587689,288057309,Global Childhood Academy,globalchildhoodacademy.com,Caregiving & Aging,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Healthcare
126589599,289691148,Workstories,workstories.app,Office Optimization,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
126184715,289601506,SmartResume,idatafy.com,Sourcing And Recruitment,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
47829309,220092003,Praxis Labs,praxislabs.co,L&D And Upskilling,Lauren Eager <lauren@sempervirensvc.com>,Not Active,17000000.0,Enterprise Software
125896230,268203713,Fig: Food Is Good,foodisgood.com,Nutrition & Weight Loss,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
124950430,281202566,Icon Health,iconhealthco.com,MSK,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
126825599,124906958,Bunch,bunch.ai,Employee Engagement,Lauren Eager <lauren@sempervirensvc.com>,Recently Added,4050000.0,Enterprise Software
125896423,289536335,Foresight Labs,foresitelabs.com,EHRs & Data Systems,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
24561491,280706363,Skylyte,skylyte.io,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
125306593,262718983,Science,scienceoncall.com,SMB Enterprise Tools,Colin Tobias <colin@sempervirensvc.com>,Not Active,4190000.0,Enterprise Software
125306286,284389642,jawnt,jawntpass.com,Benefits Administration,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
125358623,285424766,The WiTT Group,wittforever.com,Cancer & Oncology,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Healthcare
125363983,3233631,Mogul,onmogul.com,Sourcing And Recruitment,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,50000.0,Enterprise Software
120791772,278378427,Mentra,mentra.me,Sourcing And Recruitment,Colin Tobias <colin@sempervirensvc.com>,Not Active,4270000.0,Enterprise Software
125306603,263763484,mettaspace,metta-space.com,Compliance & Security,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
125306550,289068567,Forma Health,formahealth.io,Home Testing And Care,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
125679902,289293369,Claimsetter,claimsetter.com,B2B Insurtech,Caribou Honig <caribou@sempervirensvc.com>,Tracking,"",Fintech
38356350,279382658,OKO,oko.co,1099 Infrastructure,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
38589682,219995225,Mystery,trymystery.com,Employee Engagement,Colin Tobias <colin@sempervirensvc.com>,Not Active,17910000.0,Enterprise Software
107485047,284275022,VirgilHR,virgilhr.com,Compliance & Security,Colin Tobias <colin@sempervirensvc.com>,Not Active,1360000.0,Enterprise Software
35198431,220045540,Pawp,pawp.com,Benefits Administration,"",Tracking,18640000.0,Enterprise Software
17451841,220547488,Searchlight,searchlight.ai,Sourcing And Recruitment,Colin Tobias <colin@sempervirensvc.com>,Tracking,15590000.0,Enterprise Software
17883680,224047358,BrightHire,brighthire.ai,Sourcing And Recruitment,Colin Tobias <colin@sempervirensvc.com>,Tracking,32730000.0,Enterprise Software
125306584,286416664,Slingshot,slingshotbills.com,Clinical AI,Colin Tobias <colin@sempervirensvc.com>,Tracking,"",Healthcare
116757666,280821018,Verbate,verbate.io,Employee Engagement,Lauren Eager <lauren@sempervirensvc.com>,Not Active,"",Enterprise Software
118465745,263080899,MixLife,mixlife.com,"Wellness (mediation, Fitness, Etc)",Erin Faverty <erin@sempervirensvc.com>,Not Active,"",Healthcare
124907157,161870007,Mindr,mindrglobal.com,Employee Engagement,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
31317082,224172760,MeBeBot,mebebot.com,Core HR,"",Not Active,"",Enterprise Software
122933492,223310262,Sunny Day Fund,sunnydayfund.com,Personal Finance,Colin Tobias <colin@sempervirensvc.com>,Not Active,110000.0,Fintech
114666577,285934251,ARISE,wearise.com,"Wellness (mediation, Fitness, Etc)",Robby Peters <robby@sempervirensvc.com>,Not Active,9550000.0,Healthcare
122933398,265740840,Noula,joinnoula.com,Women's Health,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
113976079,262438553,Mirza,heymirza.com,Caregiving & Aging,Lauren Eager <lauren@sempervirensvc.com>,Not Active,3270000.0,Healthcare
125304570,279332860,The Grand World,thegrand.world,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,6450000.0,Enterprise Software
123456427,263152291,Carbon Collective,carboncollective.co,Personal Finance,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,2000000.0,Fintech
124914134,288706910,Healthy Young Minds,healthyyoungminds.com,Behavioral Health,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Healthcare
122935279,288560314,Weavr,weavr.cc,Employee Engagement,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Enterprise Software
41820879,128867361,TalentWall,talentwall.io,Sourcing And Recruitment,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
17030002,126383577,Filtered,filtered.ai,Sourcing And Recruitment,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,17560000.0,Enterprise Software
32365086,220939626,Joshin,joshin.com,Caregiving & Aging,"",Tracking,5410000.0,Healthcare
122933407,282853303,Allspring,tryallspring.com,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,180000.0,Enterprise Software
122933283,284303034,Capability,capability.dev,Skills Inference/Employee Insights,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Enterprise Software
122933470,222284208,MDisrupt,mdisrupt.com,Office Optimization,Colin Tobias <colin@sempervirensvc.com>,Tracking,9090000.0,Enterprise Software
124905617,35715458,AirMason,airmason.com,Employee Engagement,Lauren Eager <lauren@sempervirensvc.com>,Recently Added,"",Enterprise Software
124833587,281868074,Guide - A White-Glove Experience for Every Candidate,guide.co,Sourcing And Recruitment,Colin Tobias <colin@sempervirensvc.com>,Recently Added,"",Enterprise Software
124825187,289272442,Compiify,compiify.com,Compensation Management,Lauren Eager <lauren@sempervirensvc.com>,Recently Added,4450000.0,Enterprise Software
124820972,1637536,Awardco,awardco.com,Employee Engagement,Lauren Eager <lauren@sempervirensvc.com>,Recently Added,63640000.0,Enterprise Software
124676887,289224010,Switchboard Health,switchboardhealth.com,Speciality Telemedicine,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,1500000.0,Healthcare
124676879,289223978,Knownwell,knownwell.com,AI Co-Pilots,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,5450000.0,Enterprise Software
124483676,283111596,EmPath,empath.co.com,L&D And Upskilling,Lauren Eager <lauren@sempervirensvc.com>,Recently Added,"",Enterprise Software
19954939,263542740,Challenger,challengercash.com,Personal Finance,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Fintech
33648265,279574310,Boombox,boombox.events,Office Optimization,"",Not Active,12730000.0,Enterprise Software
122928240,280841690,BetterComp,bettercomp.com,Compensation Management,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,4750000.0,Enterprise Software
122931343,288814598,Refresh Platform,refreshplatform.com,Employee Engagement,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
123667379,279304582,Navvisa,navvisa.com,Healthcare Payments,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
122933467,156977874,headhuntr.io,headhuntr.io,Sourcing And Recruitment,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
123667447,265115544,Logoi Learning Systems,logoi.io,L&D And Upskilling,Colin Tobias <colin@sempervirensvc.com>,Not Active,200000.0,Enterprise Software
122933378,262995629,Poppy,poppy.com,"Wellness (mediation, Fitness, Etc)",Colin Tobias <colin@sempervirensvc.com>,Not Active,3640000.0,Healthcare
122933358,288786934,Perception Predict,perceptionpredict.ai,Skills Inference/Employee Insights,Colin Tobias <colin@sempervirensvc.com>,Not Active,3270000.0,Enterprise Software
122933360,81425799,Altwork,altwork.com,Office Optimization,Colin Tobias <colin@sempervirensvc.com>,Not Active,1310000.0,Enterprise Software
123786191,286436554,LOTI,lotiworks.com,L&D And Upskilling,Lauren Eager <lauren@sempervirensvc.com>,Recently Added,"",Enterprise Software
123461145,281740446,Huddle,huddle.works,Office Optimization,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,6770000.0,Enterprise Software
109539584,279425149,Onwards HR,onwardshr.com,Core HR,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,450000.0,Enterprise Software
99477893,285323861,The Know,theknow.io,Employee Engagement,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
113233463,285940966,Getsunrise,getsunrise.com,Benefits Administration,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
114312305,278654038,Dosen,dosen.io,L&D And Upskilling,Lauren Eager <lauren@sempervirensvc.com>,Not Active,2090000.0,Enterprise Software
117912433,280232471,Kulture,kulture.com,Productivity Tools,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
44911481,284786288,Comprehensive,comprehensive.io,Compensation Management,Robby Peters <robby@sempervirensvc.com>,Not Active,5450000.0,Enterprise Software
117912437,111631857,VanHack,vanhack.com,L&D And Upskilling,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
44416147,282661192,Confirm,confirm.com,Performance Management,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,11090000.0,Enterprise Software
39006499,262519923,FOLX Health,folxhealth.com,Underrepresented Minority,Robby Peters <robby@sempervirensvc.com>,Not Active,54000000.0,Healthcare
115562667,286219094,Railway Health,railwayhealth.com,B2B Insurtech,Robby Peters <robby@sempervirensvc.com>,Not Active,"",Healthcare
117912635,287835265,EXEC,exec.com,Performance Management,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
117912410,287853833,Battelle,batelle.com,Pediatrics,Colin Tobias <colin@sempervirensvc.com>,Not Active,3640000.0,Healthcare
110059443,285856943,Klatch,getklatch.com,L&D And Upskilling,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
117912417,262920084,PepTalk,getapeptalk.com,Employee Engagement,Colin Tobias <colin@sempervirensvc.com>,Not Active,4000000.0,Enterprise Software
111857195,286352492,Patchcaregiving,patchcaregiving.com,Caregiving & Aging,Robby Peters <robby@sempervirensvc.com>,Portfolio,"",Healthcare
111158709,263172802,Welcome to Gable,gable.to,Office Optimization,Robby Peters <robby@sempervirensvc.com>,Portfolio,17650000.0,Enterprise Software
